,ticker,xly,xlp,xle,xlf,xlv,xli,xlb,xlre,xlk,xlu
489,KR,True,False,False,False,False,False,False,False,False,False
490,KRC,True,False,False,False,False,False,False,False,False,False
491,KSS,True,False,False,False,False,False,False,False,False,False
492,KSU,False,False,False,False,False,True,False,False,False,False
493,L,False,False,False,True,False,False,False,False,False,False
494,LAMR,True,False,False,False,False,False,False,False,False,False
495,LAZ,False,False,False,True,False,False,False,False,False,False
496,LB,True,False,False,False,False,False,False,False,False,False
497,LBRDA,True,False,False,False,False,False,False,False,False,False
498,LBRDK,True,False,False,False,False,False,False,False,False,False
499,LDOS,False,False,False,False,False,False,False,False,True,False
500,LEA,False,True,False,False,False,False,False,False,False,False
501,LECO,False,False,False,False,False,False,False,False,True,False
502,LEG,True,False,False,False,False,False,False,False,False,False
503,LEN,False,False,False,False,False,True,False,False,False,False
504,LEN.B,False,False,False,False,False,True,False,False,False,False
505,LEXEA,True,False,False,False,False,False,False,False,False,False
506,LGF.A,True,False,False,False,False,False,False,False,False,False
507,LGF.B,True,False,False,False,False,False,False,False,False,False
508,LH,False,False,False,False,True,False,False,False,False,False
509,LII,False,True,False,False,False,False,False,False,False,False
510,LKQ,True,False,False,False,False,False,False,False,False,False
511,LLL,False,False,False,False,False,False,False,False,True,False
512,LLY,False,False,False,False,True,False,False,False,False,False
513,LM,False,False,False,True,False,False,False,False,False,False
514,LMT,False,False,False,False,False,True,False,False,False,False
515,LNC,False,False,False,True,False,False,False,False,False,False
516,LNG,False,False,False,False,False,False,False,False,False,True
517,LNT,False,False,False,False,False,False,False,False,False,True
518,LOGM,False,False,False,False,False,False,False,False,True,False
519,LOW,True,False,False,False,False,False,False,False,False,False
520,LPI,False,False,True,False,False,False,False,False,False,False
521,LPLA,False,False,False,True,False,False,False,False,False,False
522,LPNT,False,False,False,False,True,False,False,False,False,False
523,LPT,True,False,False,False,False,False,False,False,False,False
524,LRCX,False,False,False,False,False,False,False,False,True,False
525,LSI,True,False,False,False,False,False,False,False,False,False
526,LSTR,False,False,False,False,False,True,False,False,False,False
527,LSXMA,True,False,False,False,False,False,False,False,False,False
528,LSXMK,True,False,False,False,False,False,False,False,False,False
529,LUK,False,False,False,True,False,False,False,False,False,False
530,LULU,False,True,False,False,False,False,False,False,False,False
531,LUV,False,False,False,False,False,True,False,False,False,False
532,LVNTA,True,False,False,False,False,False,False,False,False,False
533,LVS,True,False,False,False,False,False,False,False,False,False
534,LW,False,True,False,False,False,False,False,False,False,False
535,LYB,False,False,False,False,False,False,True,False,False,False
536,LYV,True,False,False,False,False,False,False,False,False,False
537,M,True,False,False,False,False,False,False,False,False,False
538,MA,False,False,False,False,False,False,False,False,True,False
539,MAA,False,False,False,False,False,False,False,True,False,False
540,MAC,False,False,False,False,False,False,False,True,False,False
541,MAN,False,False,False,False,False,False,False,False,True,False
542,MANH,False,False,False,False,False,False,False,False,True,False
543,MAR,True,False,False,False,False,False,False,False,False,False
544,MAS,False,False,False,False,False,True,False,False,False,False
545,MAT,True,False,False,False,False,False,False,False,False,False
546,MCD,True,False,False,False,False,False,False,False,False,False
547,MCHP,False,False,False,False,False,False,False,False,True,False
548,MCK,False,False,False,False,True,False,False,False,False,False
549,MCO,False,False,False,True,False,False,False,False,False,False
550,MCY,False,False,False,True,False,False,False,False,False,False
551,MD,False,False,False,False,True,False,False,False,False,False
552,MDLZ,False,True,False,False,False,False,False,False,False,False
553,MDT,False,False,False,False,True,False,False,False,False,False
554,MDU,False,False,False,False,False,True,False,False,False,False
555,MET,False,False,False,True,False,False,False,False,False,False
556,MFA,True,False,False,False,False,False,False,False,False,False
557,MGM,True,False,False,False,False,False,False,False,False,False
558,MHK,True,False,False,False,False,False,False,False,False,False
559,MIC,False,False,True,False,False,False,False,False,False,False
560,MIDD,False,False,False,False,False,False,False,False,True,False
561,MIK,True,False,False,False,False,False,False,False,False,False
562,MKC,False,True,False,False,False,False,False,False,False,False
563,MKL,False,False,False,True,False,False,False,False,False,False
564,MKTX,False,False,False,True,False,False,False,False,False,False
565,MLM,False,False,False,False,False,False,True,False,False,False
566,MMC,False,False,False,True,False,False,False,False,False,False
567,MMM,False,False,False,False,True,False,False,False,False,False
568,MNK,False,False,False,False,True,False,False,False,False,False
569,MNST,False,True,False,False,False,False,False,False,False,False
570,MO,False,True,False,False,False,False,False,False,False,False
571,MON,False,False,False,False,False,False,True,False,False,False
572,MORN,False,False,False,True,False,False,False,False,False,False
573,MOS,False,False,False,False,False,False,True,False,False,False
574,MPC,False,False,True,False,False,False,False,False,False,False
575,MPW,True,False,False,False,False,False,False,False,False,False
576,MRK,False,False,False,False,True,False,False,False,False,False
577,MRO,False,False,True,False,False,False,False,False,False,False
578,MRVL,False,False,False,False,False,False,False,False,True,False
579,MS,False,False,False,True,False,False,False,False,False,False
580,MSCC,False,False,False,False,False,False,False,False,True,False
581,MSCI,True,False,False,False,False,False,False,False,False,False
582,MSFT,False,False,False,False,False,False,False,False,True,False
583,MSG,True,False,False,False,False,False,False,False,False,False
584,MSI,False,False,False,False,False,False,False,False,True,False
585,MSM,False,True,False,False,False,False,False,False,False,False
586,MTB,False,False,False,True,False,False,False,False,False,False
587,MTCH,False,False,False,False,False,False,False,False,True,False
588,MTD,False,False,False,False,True,False,False,False,False,False
589,MTN,True,False,False,False,False,False,False,False,False,False
590,MU,False,False,False,False,False,False,False,False,True,False
591,MUR,False,False,True,False,False,False,False,False,False,False
592,MUSA,True,False,False,False,False,False,False,False,False,False
593,MXIM,False,False,False,False,False,False,False,False,True,False
594,MYL,False,False,False,False,True,False,False,False,False,False
595,NATI,False,False,False,False,False,False,False,False,True,False
596,NAVI,False,False,False,True,False,False,False,False,False,False
597,NBIX,False,False,False,False,True,False,False,False,False,False
598,NBL,False,False,True,False,False,False,False,False,False,False
599,NBR,False,False,True,False,False,False,False,False,False,False
600,NCLH,True,False,False,False,False,False,False,False,False,False
601,NCR,True,False,False,False,False,False,False,False,False,False
602,NDAQ,False,False,False,True,False,False,False,False,False,False
603,NDSN,False,True,False,False,False,False,False,False,False,False
604,NEE,False,False,False,False,False,False,False,False,False,True
605,NEM,False,False,False,False,False,False,True,False,False,False
606,NEU,False,False,False,False,False,True,False,False,False,False
607,NFG,False,False,False,False,False,False,False,False,False,True
608,NFLX,True,False,False,False,False,False,False,False,False,False
609,NFX,False,False,True,False,False,False,False,False,False,False
610,NI,False,False,False,False,False,False,False,False,False,True
611,NKE,True,False,False,False,False,False,False,False,False,False
612,NLSN,False,False,False,False,False,True,False,False,False,False
613,NLY,True,False,False,False,False,False,False,False,False,False
614,NNN,True,False,False,False,False,False,False,False,False,False
615,NOC,False,False,False,False,False,True,False,False,False,False
616,NOV,False,False,True,False,False,False,False,False,False,False
617,NOW,False,False,False,False,False,False,False,False,True,False
618,NRG,False,False,False,False,False,False,False,False,False,True
619,NRZ,True,False,False,False,False,False,False,False,False,False
620,NSC,False,False,False,False,False,True,False,False,False,False
621,NTAP,False,False,False,False,False,False,False,False,True,False
622,NTRS,False,False,False,True,False,False,False,False,False,False
623,NUAN,False,False,False,False,False,False,False,False,True,False
624,NUE,False,False,False,False,False,False,True,False,False,False
625,NUS,False,False,False,False,True,False,False,False,False,False
626,NVDA,False,False,False,False,False,False,False,False,True,False
627,NVR,False,True,False,False,False,False,False,False,False,False
628,NWL,True,False,False,False,False,False,False,False,False,False
629,NWS,True,False,False,False,False,False,False,False,False,False
630,NWSA,True,False,False,False,False,False,False,False,False,False
631,NXPI,False,False,False,False,False,False,False,False,True,False
632,NYCB,False,False,False,True,False,False,False,False,False,False
633,O,False,False,False,False,False,False,False,True,False,False
634,OA,False,True,False,False,False,False,False,False,False,False
635,OC,False,True,False,False,False,False,False,False,False,False
636,ODFL,False,False,False,False,False,True,False,False,False,False
637,OFC,True,False,False,False,False,False,False,False,False,False
638,OGE,False,False,False,False,False,False,False,False,False,True
639,OHI,True,False,False,False,False,False,False,False,False,False
640,OI,True,False,False,False,False,False,False,False,False,False
641,OII,False,False,True,False,False,False,False,False,False,False
642,OKE,False,False,True,False,False,False,False,False,False,False
643,OLED,False,True,False,False,False,False,False,False,False,False
644,OLN,False,False,False,False,False,True,False,False,False,False
645,OMC,False,False,False,False,False,False,False,False,True,False
646,OMF,False,False,False,True,False,False,False,False,False,False
647,ON,False,False,False,False,False,False,False,False,True,False
648,OPK,False,False,False,False,True,False,False,False,False,False
649,ORCL,False,False,False,False,False,False,False,False,True,False
650,ORI,False,False,False,True,False,False,False,False,False,False
651,ORLY,True,False,False,False,False,False,False,False,False,False
652,OSK,False,True,False,False,False,False,False,False,False,False
653,OUT,True,False,False,False,False,False,False,False,False,False
654,OXY,False,False,True,False,False,False,False,False,False,False
655,OZRK,False,False,False,True,False,False,False,False,False,False
656,P,True,False,False,False,False,False,False,False,False,False
657,PACW,False,False,False,True,False,False,False,False,False,False
658,PAG,True,False,False,False,False,False,False,False,False,False
659,PAH,False,False,False,False,False,True,False,False,False,False
660,PANW,False,False,False,False,False,False,False,False,True,False
661,PAYX,False,False,False,False,False,False,False,False,True,False
662,PB,False,False,False,True,False,False,False,False,False,False
663,PBCT,False,False,False,True,False,False,False,False,False,False
664,PBF,False,False,True,False,False,False,False,False,False,False
665,PBI,True,False,False,False,False,False,False,False,False,False
666,PCAR,False,False,False,False,False,True,False,False,False,False
667,PCG,False,False,False,False,False,False,False,False,False,True
668,PCLN,True,False,False,False,False,False,False,False,False,False
669,PDCO,False,False,False,False,True,False,False,False,False,False
670,PDM,True,False,False,False,False,False,False,False,False,False
671,PE,False,False,True,False,False,False,False,False,False,False
672,PEG,False,False,False,False,False,False,False,False,False,True
673,PEP,False,True,False,False,False,False,False,False,False,False
674,PF,False,True,False,False,False,False,False,False,False,False
675,PFE,False,False,False,False,True,False,False,False,False,False
676,PFG,False,False,False,True,False,False,False,False,False,False
677,PG,False,False,False,False,False,True,False,False,False,False
678,PGR,False,False,False,True,False,False,False,False,False,False
679,PGRE,True,False,False,False,False,False,False,False,False,False
680,PH,False,False,False,False,False,True,False,False,False,False
681,PHM,True,False,False,False,False,False,False,False,False,False
682,PII,False,True,False,False,False,False,False,False,False,False
683,PINC,True,False,False,False,False,False,False,False,False,False
684,PK,True,False,False,False,False,False,False,False,False,False
685,PKG,False,False,False,False,False,False,True,False,False,False
686,PKI,False,False,False,False,True,False,False,False,False,False
687,PLD,False,False,False,False,False,False,False,True,False,False
688,PM,False,True,False,False,False,False,False,False,False,False
689,PNC,False,False,False,True,False,False,False,False,False,False
690,PNFP,False,False,False,True,False,False,False,False,False,False
691,PNR,False,False,False,False,False,False,False,False,True,False
692,PNW,False,False,False,False,False,False,False,False,False,True
693,POOL,True,False,False,False,False,False,False,False,False,False
694,POST,False,True,False,False,False,False,False,False,False,False
695,PPC,False,True,False,False,False,False,False,False,False,False
696,PPG,False,False,False,False,False,False,True,False,False,False
697,PPL,False,False,False,False,False,False,False,False,False,True
698,PRA,False,False,False,True,False,False,False,False,False,False
699,PRGO,False,False,False,False,True,False,False,False,False,False
700,PRU,False,False,False,True,False,False,False,False,False,False
701,PSA,False,False,False,False,False,False,False,True,False,False
702,PSX,False,False,True,False,False,False,False,False,False,False
703,PTC,False,False,False,False,False,False,False,False,True,False
704,PTEN,False,False,True,False,False,False,False,False,False,False
705,PVH,True,False,False,False,False,False,False,False,False,False
706,PWR,False,False,False,False,False,True,False,False,False,False
707,PX,False,False,False,False,False,False,True,False,False,False
708,PXD,False,False,True,False,False,False,False,False,False,False
709,PYPL,False,False,False,False,False,False,False,False,True,False
710,Q,False,False,False,False,True,False,False,False,False,False
711,QCOM,False,False,False,False,False,False,False,False,True,False
712,QEP,False,False,True,False,False,False,False,False,False,False
713,QGEN,False,False,False,False,True,False,False,False,False,False
714,QRVO,False,False,False,False,False,False,False,False,True,False
715,QVCA,True,False,False,False,False,False,False,False,False,False
716,R,True,False,False,False,False,False,False,False,False,False
717,RAD,False,False,False,False,True,False,False,False,False,False
718,RBC,True,False,False,False,False,False,False,False,False,False
719,RCL,True,False,False,False,False,False,False,False,False,False
720,RE,False,False,False,True,False,False,False,False,False,False
721,REG,False,False,False,False,False,False,False,True,False,False
722,REGN,False,False,False,False,True,False,False,False,False,False
723,RES,False,False,True,False,False,False,False,False,False,False
724,RF,False,False,False,True,False,False,False,False,False,False
725,RGA,False,False,False,True,False,False,False,False,False,False
726,RGC,True,False,False,False,False,False,False,False,False,False
727,RGLD,False,False,False,False,False,True,False,False,False,False
728,RHI,False,False,False,False,False,False,False,False,True,False
729,RHT,False,False,False,False,False,False,False,False,True,False
730,RICE,False,False,True,False,False,False,False,False,False,False
731,RIG,False,False,True,False,False,False,False,False,False,False
732,RJF,False,False,False,True,False,False,False,False,False,False
733,RL,True,False,False,False,False,False,False,False,False,False
734,RLGY,False,False,False,True,False,False,False,False,False,False
735,RMD,False,False,False,False,True,False,False,False,False,False
736,RNR,False,False,False,True,False,False,False,False,False,False
737,ROK,False,False,False,False,False,True,False,False,False,False
738,ROL,False,False,False,True,False,False,False,False,False,False
739,ROP,False,False,False,False,False,True,False,False,False,False
740,ROST,True,False,False,False,False,False,False,False,False,False
741,RPAI,True,False,False,False,False,False,False,False,False,False
742,RPM,False,False,False,False,False,True,False,False,False,False
743,RRC,False,False,True,False,False,False,False,False,False,False
744,RS,False,False,False,False,False,True,False,False,False,False
745,RSG,False,False,False,False,False,False,False,False,False,True
746,RSPP,False,False,True,False,False,False,False,False,False,False
747,RTN,False,False,False,False,False,True,False,False,False,False
748,RYN,True,False,False,False,False,False,False,False,False,False
749,S,False,False,False,False,False,False,False,False,False,True
750,SABR,False,False,False,False,False,False,False,False,True,False
751,SATS,False,False,False,False,False,False,False,False,True,False
752,SAVE,False,False,False,False,False,True,False,False,False,False
753,SBAC,False,False,False,False,False,False,False,True,False,False
754,SBH,True,False,False,False,False,False,False,False,False,False
755,SBNY,False,False,False,True,False,False,False,False,False,False
756,SBUX,True,False,False,False,False,False,False,False,False,False
757,SC,False,False,False,True,False,False,False,False,False,False
758,SCCO,False,False,False,False,False,True,False,False,False,False
759,SCG,False,False,False,False,False,False,False,False,False,True
760,SCHW,False,False,False,True,False,False,False,False,False,False
761,SCI,True,False,False,False,False,False,False,False,False,False
762,SEB,False,False,False,True,False,False,False,False,False,False
763,SEE,False,False,False,False,False,False,True,False,False,False
764,SEIC,False,False,False,True,False,False,False,False,False,False
765,SERV,True,False,False,False,False,False,False,False,False,False
766,SFM,True,False,False,False,False,False,False,False,False,False
767,SGEN,False,False,False,False,True,False,False,False,False,False
768,SHW,False,False,False,False,False,False,True,False,False,False
769,SIG,True,False,False,False,False,False,False,False,False,False
770,SIRI,True,False,False,False,False,False,False,False,False,False
771,SIVB,False,False,False,True,False,False,False,False,False,False
772,SIX,True,False,False,False,False,False,False,False,False,False
773,SJM,False,True,False,False,False,False,False,False,False,False
774,SKT,True,False,False,False,False,False,False,False,False,False
775,SKX,False,True,False,False,False,False,False,False,False,False
776,SLB,False,False,True,False,False,False,False,False,False,False
777,SLG,False,False,False,False,False,False,False,True,False,False
778,SLGN,True,False,False,False,False,False,False,False,False,False
779,SLM,False,False,False,True,False,False,False,False,False,False
780,SM,False,False,True,False,False,False,False,False,False,False
781,SMG,False,False,False,False,False,True,False,False,False,False
782,SNA,False,False,False,False,False,True,False,False,False,False
783,SNH,True,False,False,False,False,False,False,False,False,False
784,SNI,True,False,False,False,False,False,False,False,False,False
785,SNPS,False,False,False,False,False,False,False,False,True,False
786,SNV,False,False,False,True,False,False,False,False,False,False
787,SO,False,False,False,False,False,False,False,False,False,True
788,SON,True,False,False,False,False,False,False,False,False,False
789,SPB,True,False,False,False,False,False,False,False,False,False
790,SPG,False,False,False,False,False,False,False,True,False,False
791,SPGI,False,False,False,True,False,False,False,False,False,False
792,SPLK,False,False,False,False,False,False,False,False,True,False
793,SPR,False,True,False,False,False,False,False,False,False,False
794,SQ,False,False,False,False,False,False,False,False,True,False
795,SRC,True,False,False,False,False,False,False,False,False,False
796,SRCL,False,False,False,False,False,True,False,False,False,False
797,SRE,False,False,False,False,False,False,False,False,False,True
798,SSNC,False,False,False,False,False,False,False,False,True,False
799,ST,False,True,False,False,False,False,False,False,False,False
800,STAY.U,True,False,False,False,False,False,False,False,False,False
801,STE,False,False,False,False,True,False,False,False,False,False
802,STI,False,False,False,True,False,False,False,False,False,False
803,STLD,False,False,False,False,False,True,False,False,False,False
804,STOR,True,False,False,False,False,False,False,False,False,False
805,STT,False,False,False,True,False,False,False,False,False,False
806,STWD,True,False,False,False,False,False,False,False,False,False
807,STZ,False,True,False,False,False,False,False,False,False,False
808,SUI,True,False,False,False,False,False,False,False,False,False
809,SWK,False,False,False,False,False,True,False,False,False,False
810,SWKS,False,False,False,False,False,False,False,False,True,False
811,SWN,False,False,True,False,False,False,False,False,False,False
812,SYF,False,False,False,True,False,False,False,False,False,False
813,SYK,False,False,False,False,True,False,False,False,False,False
814,SYMC,False,False,False,False,False,False,False,False,True,False
815,SYY,False,True,False,False,False,False,False,False,False,False
816,T,False,False,False,False,False,False,False,False,True,False
817,TAHO,False,False,False,False,False,True,False,False,False,False
818,TAP,False,True,False,False,False,False,False,False,False,False
819,TCF,False,False,False,True,False,False,False,False,False,False
820,TCO,True,False,False,False,False,False,False,False,False,False
821,TDC,False,False,False,False,False,False,False,False,True,False
822,TDG,False,False,False,False,False,True,False,False,False,False
823,TDS,False,False,False,False,False,False,False,False,False,True
824,TDY,False,True,False,False,False,False,False,False,False,False
825,TEAM,False,False,False,False,False,False,False,False,True,False
826,TECH,False,False,False,False,True,False,False,False,False,False
827,TER,False,True,False,False,False,False,False,False,False,False
828,TEX,False,True,False,False,False,False,False,False,False,False
829,TFSL,False,False,False,True,False,False,False,False,False,False
830,TFX,False,False,False,False,True,False,False,False,False,False
831,TGNA,True,False,False,False,False,False,False,False,False,False
832,TGT,True,False,False,False,False,False,False,False,False,False
833,THG,False,False,False,True,False,False,False,False,False,False
834,THO,False,True,False,False,False,False,False,False,False,False
835,THS,False,True,False,False,False,False,False,False,False,False
836,TIF,True,False,False,False,False,False,False,False,False,False
837,TJX,True,False,False,False,False,False,False,False,False,False
838,TKR,False,True,False,False,False,False,False,False,False,False
839,TMK,False,False,False,True,False,False,False,False,False,False
840,TMO,False,False,False,False,True,False,False,False,False,False
841,TMUS,False,False,False,False,False,False,False,False,False,True
842,TOL,False,True,False,False,False,False,False,False,False,False
843,TPX,True,False,False,False,False,False,False,False,False,False
844,TRCO,True,False,False,False,False,False,False,False,False,False
845,TRGP,False,False,False,False,False,False,False,False,False,True
846,TRIP,False,False,False,False,False,False,False,False,True,False
847,TRMB,False,True,False,False,False,False,False,False,False,False
848,TRN,False,True,False,False,False,False,False,False,False,False
849,TROW,False,False,False,True,False,False,False,False,False,False
850,TRU,False,False,False,True,False,False,False,False,False,False
851,TRV,False,False,False,True,False,False,False,False,False,False
852,TSCO,True,False,False,False,False,False,False,False,False,False
853,TSLA,False,True,False,False,False,False,False,False,False,False
854,TSN,False,True,False,False,False,False,False,False,False,False
855,TSRO,False,False,False,False,True,False,False,False,False,False
856,TSS,False,False,False,False,False,False,False,False,True,False
857,TTC,False,True,False,False,False,False,False,False,False,False
858,TTWO,False,False,False,False,False,False,False,False,True,False
859,TUP,False,True,False,False,False,False,False,False,False,False
860,TWO,True,False,False,False,False,False,False,False,False,False
861,TWTR,False,False,False,False,False,False,False,False,True,False
862,TWX,True,False,False,False,False,False,False,False,False,False
863,TXN,False,False,False,False,False,False,False,False,True,False
864,TXT,False,False,False,False,False,True,False,False,False,False
865,TYL,False,False,False,False,False,False,False,False,True,False
866,UA,True,False,False,False,False,False,False,False,False,False
867,UAA,True,False,False,False,False,False,False,False,False,False
868,UAL,False,False,False,False,False,True,False,False,False,False
869,UDR,False,False,False,False,False,False,False,True,False,False
870,UFS,False,False,False,False,False,True,False,False,False,False
871,UGI,False,False,False,False,False,False,False,False,False,True
872,UHAL,True,False,False,False,False,False,False,False,False,False
873,UHS,False,False,False,False,True,False,False,False,False,False
874,ULTA,True,False,False,False,False,False,False,False,False,False
875,ULTI,False,False,False,False,False,False,False,False,True,False
876,UNH,False,False,False,False,True,False,False,False,False,False
877,UNIT,True,False,False,False,False,False,False,False,False,False
878,UNM,False,False,False,True,False,False,False,False,False,False
879,UNP,False,False,False,False,False,True,False,False,False,False
880,UNVR,True,False,False,False,False,False,False,False,False,False
881,UPS,False,False,False,False,False,True,False,False,False,False
882,URBN,True,False,False,False,False,False,False,False,False,False
883,URI,False,False,False,False,False,False,False,False,True,False
884,USB,False,False,False,True,False,False,False,False,False,False
885,USFD,False,True,False,False,False,False,False,False,False,False
886,USG,False,True,False,False,False,False,False,False,False,False
887,USM,False,False,False,False,False,False,False,False,False,True
888,UTHR,False,False,False,False,True,False,False,False,False,False
889,UTX,False,False,False,False,False,True,False,False,False,False
890,V,False,False,False,False,False,False,False,False,True,False
891,VAR,False,False,False,False,True,False,False,False,False,False
892,VC,False,True,False,False,False,False,False,False,False,False
893,VEEV,False,False,False,False,False,False,False,False,True,False
894,VER,True,False,False,False,False,False,False,False,False,False
895,VFC,True,False,False,False,False,False,False,False,False,False
896,VIA,True,False,False,False,False,False,False,False,False,False
897,VIAB,True,False,False,False,False,False,False,False,False,False
898,VLO,False,False,True,False,False,False,False,False,False,False
899,VMC,False,False,False,False,False,False,True,False,False,False
900,VMI,False,True,False,False,False,False,False,False,False,False
901,VMW,False,False,False,False,False,False,False,False,True,False
902,VNO,False,False,False,False,False,False,False,True,False,False
903,VNTV,True,False,False,False,False,False,False,False,False,False
904,VOYA,False,False,False,True,False,False,False,False,False,False
905,VR,False,False,False,True,False,False,False,False,False,False
906,VRSK,False,False,False,False,False,False,False,False,True,False
907,VRSN,False,False,False,False,False,False,False,False,True,False
908,VRTX,False,False,False,False,True,False,False,False,False,False
909,VSM,False,False,False,False,False,True,False,False,False,False
910,VST,False,False,False,False,False,False,False,False,False,True
911,VTR,False,False,False,False,False,False,False,True,False,False
912,VVC,False,False,False,False,False,False,False,False,False,True
913,VVV,False,False,False,False,False,True,False,False,False,False
914,VWR,True,False,False,False,False,False,False,False,False,False
915,VZ,False,False,False,False,False,False,False,False,True,False
916,W,True,False,False,False,False,False,False,False,False,False
917,WAB,False,True,False,False,False,False,False,False,False,False
918,WAL,False,False,False,True,False,False,False,False,False,False
919,WAT,False,False,False,False,True,False,False,False,False,False
920,WBA,False,False,False,False,True,False,False,False,False,False
921,WBC,False,True,False,False,False,False,False,False,False,False
922,WBS,False,False,False,True,False,False,False,False,False,False
923,WBT,False,False,False,False,False,False,False,False,True,False
924,WCC,False,True,False,False,False,False,False,False,False,False
925,WCG,False,False,False,False,True,False,False,False,False,False
926,WDAY,False,False,False,False,False,False,False,False,True,False
927,WDC,False,False,False,False,False,False,False,False,True,False
928,WEC,False,False,False,False,False,False,False,False,False,True
929,WEN,True,False,False,False,False,False,False,False,False,False
930,WEX,True,False,False,False,False,False,False,False,False,False
931,WFC,False,False,False,True,False,False,False,False,False,False
932,WFT,False,False,True,False,False,False,False,False,False,False
933,WHR,True,False,False,False,False,False,False,False,False,False
934,WLK,False,False,False,False,False,True,False,False,False,False
935,WLL,False,False,True,False,False,False,False,False,False,False
936,WLTW,False,False,False,True,False,False,False,False,False,False
937,WM,False,False,False,False,False,False,False,False,False,True
938,WMB,False,False,True,False,False,False,False,False,False,False
939,WMT,True,False,False,False,False,False,False,False,False,False
940,WPC,True,False,False,False,False,False,False,False,False,False
941,WPX,False,False,True,False,False,False,False,False,False,False
942,WR,False,False,False,False,False,False,False,False,False,True
943,WRB,False,False,False,True,False,False,False,False,False,False
944,WRI,True,False,False,False,False,False,False,False,False,False
945,WRK,False,False,False,False,False,False,True,False,False,False
946,WSM,True,False,False,False,False,False,False,False,False,False
947,WSO,True,False,False,False,False,False,False,False,False,False
948,WST,False,False,False,False,False,True,False,False,False,False
949,WTM,False,False,False,True,False,False,False,False,False,False
950,WTR,False,False,False,False,False,False,False,False,False,True
951,WU,False,False,False,False,False,False,False,False,True,False
952,WY,False,False,False,False,False,False,False,True,False,False
953,WYN,True,False,False,False,False,False,False,False,False,False
954,WYNN,True,False,False,False,False,False,False,False,False,False
955,X,False,False,False,False,False,True,False,False,False,False
956,XEC,False,False,True,False,False,False,False,False,False,False
957,XEL,False,False,False,False,False,False,False,False,False,True
958,XL,False,False,False,True,False,False,False,False,False,False
959,XLNX,False,False,False,False,False,False,False,False,True,False
960,XOG,False,False,True,False,False,False,False,False,False,False
961,XOM,False,False,True,False,False,False,False,False,False,False
962,XON,False,False,False,False,True,False,False,False,False,False
963,XPO,True,False,False,False,False,False,False,False,False,False
964,XRAY,False,False,False,False,True,False,False,False,False,False
965,XRX,False,False,False,False,False,False,False,False,True,False
966,XYL,False,False,False,False,False,True,False,False,False,False
967,Y,False,False,False,True,False,False,False,False,False,False
968,YUM,True,False,False,False,False,False,False,False,False,False
969,YUMC,True,False,False,False,False,False,False,False,False,False
970,Z,True,False,False,False,False,False,False,False,False,False
971,ZAYO,False,False,False,False,False,False,False,False,False,True
972,ZBH,False,False,False,False,True,False,False,False,False,False
973,ZBRA,False,False,False,False,False,False,False,False,True,False
974,ZG,True,False,False,False,False,False,False,False,False,False
975,ZION,False,False,False,True,False,False,False,False,False,False
976,ZNGA,False,False,False,False,False,False,False,False,True,False
977,ZTS,False,False,False,False,True,False,False,False,False,False
